Series Name,Series Code,Country Name,Country Code,1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,Austria,AUT,..,..,..,..,..,..,..,..,..,..,..,..,..,96.5633087158203,..,..,97.3726654052734,..,..,98.3757705688477,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,Bahrain,BHR,..,..,..,..,..,..,..,..,..,..,..,..,..,48.7776718139648,..,..,66.7409744262695,..,..,75.40673828125,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,Azerbaijan,AZE,..,..,..,..,..,..,..,..,..,..,..,..,..,14.2592506408691,..,..,25.8969879150391,..,..,27.7196254730225,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,Bangladesh,BGD,..,..,..,..,..,..,..,..,..,..,..,..,..,26.0116958618164,..,..,26.4532871246338,..,..,35.8363456726074,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,51.0178451538086,..,..,64.7733154296875,..,..,67.5146484375,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,97.2331619262695,..,..,99.1964797973633,..,..,99.8527984619141,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,China,CHN,..,..,..,..,..,..,..,..,..,..,..,..,..,60.008674621582,..,..,76.2497329711914,..,..,76.3647308349609,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,Colombia,COL,..,..,..,..,..,..,..,..,..,..,..,..,..,25.3545608520508,..,..,33.9536590576172,..,..,42.4744300842285,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,Denmark,DNK,..,..,..,..,..,..,..,..,..,..,..,..,..,99.4979019165039,..,..,100,..,..,100,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,Czech Republic,CZE,..,..,..,..,..,..,..,..,..,..,..,..,..,80.5135879516602,..,..,79.3734512329102,..,..,78.5847854614258,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,East Asia & Pacific,EAS,..,..,..,..,..,..,..,..,..,..,..,..,..,57.5354156494141,..,..,70.3235244750977,..,..,71.4844665527344,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,"Egypt, Arab Rep.",EGY,..,..,..,..,..,..,..,..,..,..,..,..,..,6.51727819442749,..,..,9.30748462677002,..,..,26.9944190979004,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,France,FRA,..,..,..,..,..,..,..,..,..,..,..,..,..,96.5725631713867,..,..,95.4665832519531,..,..,91.2871322631836,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,Germany,DEU,..,..,..,..,..,..,..,..,..,..,..,..,..,98.7045364379883,..,..,99.4418029785156,..,..,99.1992492675781,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,Hungary,HUN,..,..,..,..,..,..,..,..,..,..,..,..,..,73.0622024536133,..,..,72.4983520507813,..,..,72.1575164794922,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,Iceland,ISL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,Iraq,IRQ,..,..,..,..,..,..,..,..,..,..,..,..,..,7.54766845703125,..,..,7.43860530853271,..,..,19.5048217773438,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,"Iran, Islamic Rep.",IRN,..,..,..,..,..,..,..,..,..,..,..,..,..,61.8765106201172,..,..,87.3226470947266,..,..,91.6112594604492,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,Ireland,IRL,..,..,..,..,..,..,..,..,..,..,..,..,..,92.2002868652344,..,..,94.7685394287109,..,..,95.3070373535156,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,Israel,ISR,..,..,..,..,..,..,..,..,..,..,..,..,..,92.4381866455078,..,..,90.0166778564453,..,..,93.7003860473633,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,Italy,ITA,..,..,..,..,..,..,..,..,..,..,..,..,..,64.3453521728516,..,..,83.1596298217773,..,..,91.6244354248047,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,96.8449020385742,..,..,97.0154495239258,..,..,98.0646743774414,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,Kenya,KEN,..,..,..,..,..,..,..,..,..,..,..,..,..,39.1788063049316,..,..,71.1344757080078,..,..,77.7463684082031,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,Kuwait,KWT,..,..,..,..,..,..,..,..,..,..,..,..,..,79.6085357666016,..,..,63.9958152770996,..,..,73.4630126953125,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,Latvia,LVA,..,..,..,..,..,..,..,..,..,..,..,..,..,92.0485610961914,..,..,90.1720733642578,..,..,92.5424423217773,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,Libya,LBY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,59.6209602355957,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,Malaysia,MYS,..,..,..,..,..,..,..,..,..,..,..,..,..,63.0964698791504,..,..,78.0913009643555,..,..,82.4785385131836,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,Maldives,MDV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,Malta,MLT,..,..,..,..,..,..,..,..,..,..,..,..,..,94.0702438354492,..,..,95.6164627075195,..,..,96.9646606445313,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,Mexico,MEX,..,..,..,..,..,..,..,..,..,..,..,..,..,21.9658813476563,..,..,38.8981857299805,..,..,33.2874755859375,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,Middle East & North Africa,MEA,..,..,..,..,..,..,..,..,..,..,..,..,..,28.2716178894043,..,..,..,..,..,38.033390045166,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,Netherlands,NLD,..,..,..,..,..,..,..,..,..,..,..,..,..,98.3997421264648,..,..,99.1763610839844,..,..,99.8327026367188,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,New Zealand,NZL,..,..,..,..,..,..,..,..,..,..,..,..,..,99.4483032226563,..,..,99.2229156494141,..,..,99.3407821655273,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,Nepal,NPL,..,..,..,..,..,..,..,..,..,..,..,..,..,21.2196083068848,..,..,31.2665023803711,..,..,41.6000213623047,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,North America,NAC,..,..,..,..,..,..,..,..,..,..,..,..,..,85.4487838745117,..,..,95.2678527832031,..,..,93.4470520019531,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,Norway,NOR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,..,..,100,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,Oman,OMN,..,..,..,..,..,..,..,..,..,..,..,..,..,63.5298538208008,..,..,..,..,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,Pakistan,PAK,..,..,..,..,..,..,..,..,..,..,..,..,..,2.95357751846313,..,..,4.84374666213989,..,..,7.02506399154663,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,Poland,POL,..,..,..,..,..,..,..,..,..,..,..,..,..,68.2872009277344,..,..,72.9579238891602,..,..,87.9622192382813,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,Portugal,PRT,..,..,..,..,..,..,..,..,..,..,..,..,..,77.8040313720703,..,..,86.1084060668945,..,..,90.6221237182617,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,Philippines,PHL,..,..,..,..,..,..,..,..,..,..,..,..,..,33.7137298583984,..,..,37.8502960205078,..,..,38.8541641235352,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,Romania,ROU,..,..,..,..,..,..,..,..,..,..,..,..,..,41.0606117248535,..,..,56.8690490722656,..,..,53.5909194946289,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,Russian Federation,RUS,..,..,..,..,..,..,..,..,..,..,..,..,..,47.7032318115234,..,..,70.1926574707031,..,..,76.1313705444336,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,Saudi Arabia,SAU,..,..,..,..,..,..,..,..,..,..,..,..,..,15.2330074310303,..,..,61.1496162414551,..,..,58.1701049804688,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,Singapore,SGP,..,..,..,..,..,..,..,..,..,..,..,..,..,98.2117919921875,..,..,96.0721206665039,..,..,96.3129272460938,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,Serbia,SRB,..,..,..,..,..,..,..,..,..,..,..,..,..,62.3158340454102,..,..,82.967399597168,..,..,70.1270065307617,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33.6625595092773,..,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,South Asia,SAS,..,..,..,..,..,..,..,..,..,..,..,..,..,24.326286315918,..,..,37.5576782226563,..,..,64.1496124267578,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,South Africa,ZAF,..,..,..,..,..,..,..,..,..,..,..,..,..,51.023365020752,..,..,70.3621826171875,..,..,69.9898147583008,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,Spain,ESP,..,..,..,..,..,..,..,..,..,..,..,..,..,91.6614761352539,..,..,97.5683822631836,..,..,91.6412506103516,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,Sri Lanka,LKA,..,..,..,..,..,..,..,..,..,..,..,..,..,67.2384185791016,..,..,83.1084365844727,..,..,73.4420700073242,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,Switzerland,CHE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,96.6947860717773,..,..,98.8566513061523,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,Sweden,SWE,..,..,..,..,..,..,..,..,..,..,..,..,..,99.0131225585938,..,..,99.7582626342773,..,..,100,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,Tajikistan,TJK,..,..,..,..,..,..,..,..,..,..,..,..,..,2.13516211509705,..,..,9.09066009521484,..,..,42.1307945251465,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,Thailand,THA,..,..,..,..,..,..,..,..,..,..,..,..,..,72.6375427246094,..,..,75.4402923583984,..,..,79.7801055908203,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,Tanzania,TZA,..,..,..,..,..,..,..,..,..,..,..,..,..,13.8239812850952,..,..,34.3341369628906,..,..,42.1522216796875,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,Turkey,TUR,..,..,..,..,..,..,..,..,..,..,..,..,..,32.6799774169922,..,..,44.458812713623,..,..,54.2938232421875,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,Uganda,UGA,..,..,..,..,..,..,..,..,..,..,..,..,..,15.0635185241699,..,..,36.6332817077637,..,..,52.706413269043,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..,..,..,..,97.651985168457,..,..,98.6527328491211,..,..,96.0734405517578,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,United Arab Emirates,ARE,..,..,..,..,..,..,..,..,..,..,..,..,..,47.2084350585938,..,..,67.6806182861328,..,..,76.4167175292969,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,84.0690536499023,..,..,94.7977142333984,..,..,92.6862487792969,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,Vietnam,VNM,..,..,..,..,..,..,..,..,..,..,..,..,..,18.9092636108398,..,..,32.0312156677246,..,..,30.4197006225586,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,Uzbekistan,UZB,..,..,..,..,..,..,..,..,..,..,..,..,..,21.2931537628174,..,..,39.3352546691895,..,..,35.9690780639648,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,Zimbabwe,ZWE,..,..,..,..,..,..,..,..,..,..,..,..,..,37.1244087219238,..,..,28.9797191619873,..,..,51.664924621582,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,"Yemen, Rep.",YEM,..,..,..,..,..,..,..,..,..,..,..,..,..,1.08959352970123,..,..,1.67149007320404,..,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,"Korea, Rep.",KOR,..,..,..,..,..,..,..,..,..,..,..,..,..,93.1078186035156,..,..,93.3800201416016,..,..,94.6853103637695,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,Brunei Darussalam,BRN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",FX.OWN.TOTL.FE.ZS,Qatar,QAT,..,..,..,..,..,..,..,..,..,..,..,..,..,61.5695304870605,..,..,..,..,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,Afghanistan,AFG,..,..,..,..,..,..,..,..,..,..,..,..,..,15.4154567718506,..,..,15.7846670150757,..,..,22.5364952087402,..
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..,..,99.5946960449219,..,..,98.6705780029297,..,..,99.8545379638672,..
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,Argentina,ARG,..,..,..,..,..,..,..,..,..,..,..,..,..,34.6139717102051,..,..,49.4589614868164,..,..,46.4663772583008,..
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,Austria,AUT,..,..,..,..,..,..,..,..,..,..,..,..,..,97.7366561889648,..,..,96.056396484375,..,..,97.9349670410156,..
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,Bahrain,BHR,..,..,..,..,..,..,..,..,..,..,..,..,..,78.9754486083984,..,..,90.2455444335938,..,..,86.3137054443359,..
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,Azerbaijan,AZE,..,..,..,..,..,..,..,..,..,..,..,..,..,15.6162586212158,..,..,32.6135559082031,..,..,29.4360942840576,..
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,Bangladesh,BGD,..,..,..,..,..,..,..,..,..,..,..,..,..,37.2916450500488,..,..,35.369255065918,..,..,64.5861587524414,..
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,Brazil,BRA,..,..,..,..,..,..,..,..,..,..,..,..,..,61.0977363586426,..,..,71.6884231567383,..,..,72.847541809082,..
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,94.2752227783203,..,..,99.0032043457031,..,..,99.5923004150391,..
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,China,CHN,..,..,..,..,..,..,..,..,..,..,..,..,..,67.5847930908203,..,..,81.3689727783203,..,..,83.9666366577148,..
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,Colombia,COL,..,..,..,..,..,..,..,..,..,..,..,..,..,35.9357490539551,..,..,44.4218406677246,..,..,49.4469718933105,..
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,Denmark,DNK,..,..,..,..,..,..,..,..,..,..,..,..,..,100,..,..,100,..,..,99.8329620361328,..
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,Czech Republic,CZE,..,..,..,..,..,..,..,..,..,..,..,..,..,80.8030624389648,..,..,85.1647109985352,..,..,83.5768966674805,..
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,East Asia & Pacific,EAS,..,..,..,..,..,..,..,..,..,..,..,..,..,62.201904296875,..,..,73.6668853759766,..,..,75.9222564697266,..
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,"Egypt, Arab Rep.",EGY,..,..,..,..,..,..,..,..,..,..,..,..,..,12.8129854202271,..,..,18.7618637084961,..,..,38.6534767150879,..
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,France,FRA,..,..,..,..,..,..,..,..,..,..,..,..,..,97.4892196655273,..,..,97.7879180908203,..,..,96.9788284301758,..
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,Germany,DEU,..,..,..,..,..,..,..,..,..,..,..,..,..,97.5362243652344,..,..,98.0492477416992,..,..,99.0789260864258,..
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,Hungary,HUN,..,..,..,..,..,..,..,..,..,..,..,..,..,72.2140808105469,..,..,71.9801635742188,..,..,78.1625595092773,..
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,Iceland,ISL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,Iraq,IRQ,..,..,..,..,..,..,..,..,..,..,..,..,..,13.477484703064,..,..,14.5700635910034,..,..,25.8215732574463,..
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,"Iran, Islamic Rep.",IRN,..,..,..,..,..,..,..,..,..,..,..,..,..,85.1674499511719,..,..,97.1384124755859,..,..,96.4517669677734,..
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,Ireland,IRL,..,..,..,..,..,..,..,..,..,..,..,..,..,95.7424087524414,..,..,94.6511535644531,..,..,95.3754043579102,..
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,Israel,ISR,..,..,..,..,..,..,..,..,..,..,..,..,..,88.4042434692383,..,..,89.8858871459961,..,..,91.8948516845703,..
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,Italy,ITA,..,..,..,..,..,..,..,..,..,..,..,..,..,79.1312026977539,..,..,91.8693695068359,..,..,96.1354522705078,..
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,95.9715957641602,..,..,96.2365417480469,..,..,98.4573516845703,..
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,Kenya,KEN,..,..,..,..,..,..,..,..,..,..,..,..,..,45.6456413269043,..,..,78.6578979492188,..,..,85.8360977172852,..
"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",FX.OWN.TOTL.MA.ZS,Kuwait,KWT,..,..,..,..,..,..,..,..,..,..,..,..,..,92.7027740478516,..,..,79.2992172241211,..,..,83.3065185546875,..
