"name","style","abv","ibu","ounces"
"Red Cockaded Ale","American Double / Imperial IPA",0.085,110,12
"Valkyrie Double IPA","American Double / Imperial IPA",0.092,100,12
"Red Cockaded Ale (2013)","American Double / Imperial IPA",0.085,110,12
"Old Potentate","Old Ale",0.072,40,12
"Bombshell Blonde","American Blonde Ale",0.05,20,16
"PRO-AM (2012) (2012)","American Double / Imperial IPA",0.099,100,12
"Walloon (2014)","Saison / Farmhouse Ale",0.055,0,12
"Le Mort Vivant (2011)","Bière de Garde",0.069,23,12
"Buried Hatchet Stout","Foreign / Export Stout",0.083,50,12
"Pine Belt Pale Ale","American Pale Ale (APA)",0.065,45,16
"Bombshell Blonde","American Blonde Ale",0.05,20,12
"Baby Daddy Session IPA","American IPA",0.047,35,12
"Hopluia (2004)","English India Pale Ale (IPA)",NA,0,16
"Ball & Chain (2014)","American Pale Ale (APA)",0.058,0,16
"Bitter Biker Double IPA","American Double / Imperial IPA",0.096,0,16
"God Damn Pigeon Porter","American Porter",0.082,0,16
"Working for the Weekend","American Double / Imperial IPA",0.079,0,16
"Angry Adam","American Amber / Red Ale",0.06,0,16
"Freedom Fries","American Stout",0.055,0,16
"Bitter Biker Double IPA","American Double / Imperial IPA",0.096,0,12
"Ghost Bike Pale Ale","American Pale Ale (APA)",0.073,0,16
"Spiteful IPA","American IPA",0.062,0,12
"Alley Time","American Pale Ale (APA)",0.06,0,12
"Fat Badger","Irish Red Ale",0.058,0,12
"In the Weeds","American Pale Wheat Ale",0.055,0,12
"Special Amber","Vienna Lager",0.05,22,12
"Special Amber","Vienna Lager",0.05,22,12
"Seven Gates Pale Ale","American Pale Ale (APA)",0.056,0,12
"Gunga Din","Cider",0.052,0,16
"Starr Pils","German Pilsener",0.042,20,12
"Northern Lights India Pale Ale","American IPA",0.065,52,16
"Festie","Märzen / Oktoberfest",0.048,12,12
"Northern Lights India Pale Ale","American IPA",0.065,52,12
"Third Eye Enlightened Pale Ale","American Pale Ale (APA)",0.065,65,12
"Colorado Kölsch","Kölsch",0.049,17,12
"Steam Engine Lager","American Amber / Red Lager",0.057,25,12
"Third Eye Pale Ale","American IPA",0.065,65,12
"Point Special (Current)","American Adjunct Lager",0.047,9,12
"Point Special","American Adjunct Lager",0.047,9,12
"Point Cascade Pale Ale (2013)","American Pale Ale (APA)",0.054,33,12
"Point Special","American Adjunct Lager",0.047,9,12
"Onyx Black Ale","American Black Ale",0.052,9,12
"Beyond The Pale IPA","American IPA",0.063,64,12
"Point Special (2013)","American Adjunct Lager",0.047,9,12
"Point Special (2012)","American Adjunct Lager",0.047,9,12
"Point Special Lager","American Adjunct Lager",0.047,9,16
"St. Benedict's Winter Ale","Winter Warmer",0.062,0,12
"Point Oktoberfest","Märzen / Oktoberfest",0.057,15,16
"Point Nude Beach Summer Wheat","American Pale Wheat Ale",0.052,7,16
"Point Nude Beach Summer Wheat","American Pale Wheat Ale",0.05,7,12
"Point Nude Beach Summer Wheat (2011)","American Pale Wheat Ale",0.05,7,12
"Drop Dead Blonde","American Blonde Ale",0.035,0,12
"Three Kings Ale","Kölsch",0.049,13,12
"Point Oktoberfest","Märzen / Oktoberfest",0.057,15,12
"2012 Black Ale","American Brown Ale",0.054,32,12
"Point Nude Beach Summer Wheat (2010)","American Pale Wheat Ale",0.05,7,12
"Point Cascade Pale Ale","American Pale Ale (APA)",0.054,33,12
"Point Amber Classic","American Amber / Red Lager",0.047,14,12
"Point Special Lager","American Adjunct Lager",0.047,9,12
"Wisco Disco","American Amber / Red Ale",0.051,31,16
"Brontide","American Black Ale",0.05,0,12
"Brontide","American Black Ale",0.05,0,12
"Classique","Saison / Farmhouse Ale",0.045,0,12
"Sunsplash Golden Ale (2004)","American Blonde Ale",0.045,0,12
"Sand Island Lighthouse","Kölsch",0.051,25,12
"Lily Flagg Milk Stout","Milk / Sweet Stout",0.05,30,12
"Monkeynaut IPA","American IPA",0.072,70,12
"Straub Beer (Current)","American Adjunct Lager",0.05,0,12
"American Lager","American Adjunct Lager",0.041,8,12
"American Amber","American Amber / Red Lager",0.041,8,12
"American Light","Light Lager",0.032,13,12
"Extra Pale Ale","American Pale Ale (APA)",0.053,49,12
"Make It So","Extra Special / Strong Bitter (ESB)",0.053,40,12
"Hopvale Organic Ale","American Pale Ale (APA)",0.047,55,16
"Unchained #18 Hop Silo","American Double / Imperial IPA",0.083,100,16
"Tip Off","Altbier",0.052,29,16
"Java Mac","Scottish Ale",0.054,0,16
"Cowbell","American Porter",0.054,23,16
"Hop Up Offa That Brett (2014)","Belgian Pale Ale",0.058,20,16
"PV Muckle (2013)","Scotch Ale / Wee Heavy",0.083,23,16
"Bourbon Barrel Batch 666: Sympathy for the Devil","Belgian Dark Ale",0.099,36,16
"Whip Fight","Scotch Ale / Wee Heavy",0.09,30,16
"Port Barrel Wee Mac","Scotch Ale / Wee Heavy",0.053,23,16
"Fistful Of Hops Red","American IPA",0.064,75,16
"Fistful of Hops Orange","American IPA",0.063,75,16
"Fistful Of Hops Blue","American IPA",0.064,75,16
"Fistful of Hops Green","American IPA",0.064,75,16
"30 Min Coma","Belgian IPA",NA,0,16
"Wee Muckle","Scotch Ale / Wee Heavy",0.09,30,16
"Royal Brat","Extra Special / Strong Bitter (ESB)",0.065,55,16
"Grapefruit Jungle (GFJ)","American IPA",0.075,77,16
"Osiris Pale Ale","American Pale Ale (APA)",0.056,50,16
"Bourbon Barrel Aged Timmie","Russian Imperial Stout",0.099,75,16
"Stupid Sexy Flanders","Flanders Oud Bruin",0.063,23,16
"Bourbon Barrel Cowbell","American Porter",NA,0,16
"Popcorn Pilsner","German Pilsener",0.054,0,16
"Ring of Dingle","Irish Dry Stout",0.071,27,16
"Bourbon Barrel Wee Mac","Scottish Ale",0.054,23,16
"Bourbon Barrel Johan","English Barleywine",0.099,60,16
"The Deuce","American Brown Ale",0.07,0,16
"The Velvet Fog","Quadrupel (Quad)",0.09,24,16
"Sun King Oktoberfest","Märzen / Oktoberfest",0.055,23,16
"Indianapolis Indians Lager","Dortmunder / Export Lager",0.052,24,16
"Indians Victory Lager (2012)","Dortmunder / Export Lager",0.052,24,16
"Chaka","Belgian Strong Pale Ale",0.08,0,16
"Isis","American Double / Imperial IPA",0.091,91,16
"Wee Muckle (2011)","Scotch Ale / Wee Heavy",0.09,30,16
"Grapefruit Jungle (GFJ) (2011)","American IPA",0.075,77,16
"Sun King Oktoberfest (2011)","Märzen / Oktoberfest",0.055,23,16
"Johan the Barleywine","English Barleywine",0.099,60,16
"Wee Mac Scottish-Style Ale","Scottish Ale",0.054,23,16
"Sunlight Cream Ale","Cream Ale",0.053,20,16
"Osiris Pale Ale (2010)","American Pale Ale (APA)",0.056,50,16
"Dam Lager","American Amber / Red Lager",0.045,0,12
"Red Clay IPA","American IPA",0.07,0,12
"Todd the Axe Man","American IPA",0.072,0,16
"Doomtree","Extra Special / Strong Bitter (ESB)",0.057,0,16
"BLAKKR","American Black Ale",0.099,85,16
"Overrated! West Coast Style IPA","American IPA",0.073,69,16
"WET","American IPA",0.075,90,16
"Bitter Brewer","English Bitter",0.04,37,16
"SurlyFest","Rye Beer",0.055,34,16
"Coffee Bender","American Brown Ale",0.051,45,16
"Bender","American Brown Ale",0.051,45,16
"Abrasive Ale","American Double / Imperial IPA",0.097,120,16
"Hell","Keller Bier / Zwickel Bier",0.051,20,16
"CynicAle","Saison / Farmhouse Ale",0.067,33,16
"Furious","American IPA",0.062,99,16
"Big Nose","American IPA",0.073,50,12
"Cotton Mouth","Witbier",0.05,10,12
"Stump Knocker Pale Ale","American Pale Ale (APA)",0.056,35,12
"Midnight Oil","Oatmeal Stout",0.05,38,12
"Wild Night","Cream Ale",0.059,18,12
"Bermuda Triangle Ginger Beer","Herbed / Spiced Beer",0.045,0,12
"Take Two Pils","German Pilsener",0.055,35,12
"Waterkeeper","Hefeweizen",0.057,0,12
"SweetWater IPA","American IPA",0.064,0,12
"420 Extra Pale Ale","American Pale Ale (APA)",0.054,0,12
"Dodgy Knight Imperial IPA","American Double / Imperial IPA",0.08,95,12
"TailGate Saison","Saison / Farmhouse Ale",0.05,0,12
"TailGate IPA","American IPA",0.05,44,24
"TailGate IPA","American IPA",0.05,44,12
"TailGate Hefeweizen","Hefeweizen",0.049,28,24
"Blacktop Blonde","American Blonde Ale",0.05,19,24
"Blacktop Blonde","American Blonde Ale",0.05,19,12
"TailGate Hefeweizen","Hefeweizen",0.049,28,12
"Wooden Rooster","Tripel",0.085,34,16.9
"Ginger Peach Saison","Saison / Farmhouse Ale",0.048,20,16
"Zombie Monkie","American Porter",0.062,35,16
"Wild Plum Farmhouse Ale","Saison / Farmhouse Ale",0.056,20,16
"Vanilla Bean Buffalo Sweat","Oatmeal Stout",0.05,20,16
"Ethos IPA","American IPA",0.068,110,16
"Tallgrass Pub Ale","American Brown Ale",0.044,12,16
"Oasis","Extra Special / Strong Bitter (ESB)",0.072,93,16
"Buffalo Sweat","Milk / Sweet Stout",0.05,20,16
"Halcyon Unfiltered Wheat","American Pale Wheat Ale",0.05,20,16
"8-Bit Pale Ale","American Pale Ale (APA)",0.052,0,16
"Velvet Rooster","Tripel",0.085,0,16
"Halcyon Unfiltered Wheat","American Pale Wheat Ale",0.05,20,12
"Köld Lager (2010)","German Pilsener",0.05,16,16
"Oasis (2010)","American Double / Imperial IPA",0.072,93,16
"Tallgrass Ale","American Brown Ale",0.044,22,16
"Buffalo Sweat (2010)","Milk / Sweet Stout",0.05,20,16
"Tallgrass IPA","American IPA",0.063,60,16
"Hat Trick Hop IPA","American IPA",0.068,0,16
"Yard Sale Amber Ale","American Amber / Red Ale",0.056,0,16
"Loafin Bräu","Altbier",0.055,0,16
"Old Elephant Foot IPA","American IPA",0.07,80,16
"Peck's Porter","American Porter",0.065,35,16
"Reactor","American IPA",0.07,0,16
"Mr. Orange","Witbier",0.057,0,16
"Deduction","Dubbel",0.08,22,12
"Face Down Brown Ale","American Brown Ale",0.057,0,12
"Tempter IPA","American IPA",0.064,0,12
"Bridal Veil Rye Pale Ale","American Pale Ale (APA)",0.055,0,12
"Smittytown","Extra Special / Strong Bitter (ESB)",0.048,0,12
"Greenwood Beach","Fruit / Vegetable Beer",0.04,0,12
"Gatecrasher","English India Pale Ale (IPA)",0.066,0,12
"RecreationAle","American Pale Ale (APA)",0.047,42,12
"First Stand","Saison / Farmhouse Ale",0.055,35,12
"Battle LIne","American Brown Ale",0.063,23,12
"Broken Bridge","Dunkelweizen",0.056,12,12
"Brutus","English India Pale Ale (IPA)",0.071,69,12
"Petit Mutant","American Wild Ale",0.06,0,16
"The Crusher","American Double / Imperial IPA",0.096,0,16
"Beelzebub","American Double / Imperial Stout",0.08,0,16
"Focal Banger","American IPA",0.07,0,16
"Heady Topper","American Double / Imperial IPA",0.08,120,16
"Heady Topper","American Double / Imperial IPA",0.08,120,16
"Bomber Mountain Amber Ale (2013)","American Amber / Red Ale",0.046,20,12
"Indian Paintbrush IPA","American IPA",0.07,75,12
"Saddle Bronc Brown Ale (2013)","English Brown Ale",0.048,16,12
"Wagon Box Wheat Beer","American Pale Wheat Ale",0.059,15,12
"Birdhouse Pale Ale","Belgian Pale Ale",0.05,0,12
"Ozzy","Belgian Pale Ale",0.073,0,12
"Resurrection","Dubbel",0.07,0,12
"Bronx Summer Pale Ale","American Pale Ale (APA)",0.052,16,16
"Bronx Black Pale Ale","American Black Ale",0.057,46,16
"Bronx Pale Ale","American Pale Ale (APA)",0.063,50,16
"Surfrider","American Pale Ale (APA)",0.052,35,16
"Kolschtal Eddy","Kölsch",0.055,0,16
"South Bay Session IPA","American IPA",0.05,0,16
"Grandma's Pecan","English Brown Ale",0.069,34,16
"Double Trunk","American Double / Imperial IPA",0.099,101,16
"Just IPA","American IPA",0.046,45,12
"Lionshead","American Pilsner",0.045,0,12
"Manhattan Gold Lager (1990)","American Amber / Red Lager",NA,0,12
"G. B. Russo’s Italian Pistachio Pale Ale","American Pale Ale (APA)",0.052,0,16
"Northern Hawk Owl Amber","American Amber / Red Ale",0.058,0,12
"CEO Stout","American Stout",0.059,0,16
"Will Power Pale Ale","American Pale Ale (APA)",0.047,0,16
"Curious Traveler Shandy","Shandy",0.044,0,12
"Hunny Do Wheat","American Pale Wheat Ale",0.048,18,12
"Three Way Pale Ale","American Pale Ale (APA)",0.052,0,12
"Rise to the Top","Cream Ale",0.041,0,12
"Lost Trout Brown Ale","American Brown Ale",0.049,0,12
"Watermelon Ale","Fruit / Vegetable Beer",0.051,11,12
"Knotty Blonde Ale","American Blonde Ale",0.04,18,12
"Fivepine Chocolate Porter","American Porter",0.062,40,12
"Hoodoo Voodoo IPA","American IPA",0.062,82,12
"Hydraulion Red","Irish Red Ale",0.053,22,12
"40 Mile IPA","American IPA",0.06,50,12
"Citra Faced","American Pale Wheat Ale",0.055,64,16
"Pole Barn Stout","Oatmeal Stout",0.055,31,16
"Pale","American Pale Ale (APA)",0.054,37,16
"Yoshi's Nectar","California Common / Steam Beer",0.053,27,16
"Leatherhead Red","American Amber / Red Ale",0.052,0,12
"Cropduster Mid-American IPA","American IPA",0.065,0,12
"Golden Frau Honey Wheat","Braggot",0.075,0,12
"Cornstalker Dark Wheat","American Dark Wheat Ale",NA,0,12
"Cafe Leche","American Porter",0.058,20,16
"Damascene Apricot Sour","Fruit / Vegetable Beer",0.052,12,16
"Csar","Russian Imperial Stout",0.12,90,16
"Klingon Warnog Roggen Dunkel","Roggenbier",0.055,0,16
"Overlord Imperial IPA","American Double / Imperial IPA",0.085,115,16
"Alloy","American IPA",0.058,36,16
"Rivet Irish Red Ale","Irish Red Ale",0.051,22,16
"3 Gear Robust Porter","American Porter",0.052,50,16
"Circuit Bohemian Pilsner","Czech Pilsener",0.045,35,16
"Turnrow Harvest Ale","American Blonde Ale",0.055,0,12
"Juke Joint IPA","American IPA",0.07,60,12
"Parade Ground Coffee Porter","American Porter",0.07,35,12
"Tin Roof Watermelon Wheat","Fruit / Vegetable Beer",0.05,21,12
"Tin Roof Blonde Ale","American Blonde Ale",0.045,18,12
"Voodoo Bengal Pale Ale","American Pale Ale (APA)",0.055,37,12
"Perfect Tin Amber","American Amber / Red Ale",0.045,28,12
"IPA & a Half","American IPA",0.073,87,12
"Ornery Amber Lager (2003)","Vienna Lager",0.055,33,12
"Big Island Shandy","Shandy",0.05,0,16
"Preservation IPA","American IPA",0.068,0,16
"Almanac IPA","American IPA",0.062,72,12
"Milk Mustachio Stout","Milk / Sweet Stout",0.065,0,12
"Farmer's Tan Red Ale","American Amber / Red Ale",0.06,30,12
"Triangle India Pale Ale","American IPA",0.057,0,12
"Triangle White Ale","Witbier",0.05,0,12
"Triangle Belgian Golden Ale","Belgian Strong Pale Ale",0.08,0,12
"Troegenator","Doppelbock",0.082,0,16
"Nugget Nectar","American Amber / Red Ale",0.075,93,16
"Sunshine Pils","American Pilsner",0.045,45,12
"Troegenator Doublebock","Doppelbock",0.082,25,16
"Perpetual IPA","American IPA",0.075,85,12
"Greenville Pale Ale","American Pale Ale (APA)",0.055,52,12
"Hoppy Boy","American IPA",0.062,65,16
"Cow Creek","American Amber / Red Lager",0.054,26,12
"Chupahopra","American IPA",0.075,63,12
"Twisted X","American Adjunct Lager",0.051,19,12
"Day Hike Session","American IPA",0.041,41,12
"Trailhead ISA","American IPA",0.048,48,12
"Immersion Amber","American Amber / Red Ale",0.052,27,12
"Evo IPA","American IPA",0.062,70,12
"Presidential Pils","Czech Pilsener",0.048,0,12
"Evolutionary IPA (2012)","American IPA",0.062,70,12
"Persnickety Pale","American Pale Ale (APA)",0.057,36,12
"SoDo Brown Ale","American Brown Ale",0.054,20,12
"Immersion Amber Ale (2011)","American Amber / Red Ale",0.052,27,12
"Evolutionary IPA (2011)","American IPA",0.062,70,12
"Trailhead India Style Session Ale (2011)","American IPA",0.048,48,12
"Panorama Wheat Ale","American Pale Wheat Ale",0.046,0,12
"Wobble","American IPA",0.063,69,16
"Night Cat","American Dark Wheat Ale",0.058,43,12
"Night Cat (2014)","American Dark Wheat Ale",0.058,43,12
"Dog Days Lager","Dortmunder / Export Lager",0.051,17,12
"Sidekick Extra Pale Ale","American Pale Ale (APA)",0.051,36,12
"Atom Smasher","Märzen / Oktoberfest",0.077,23,12
"Testudo","Bière de Garde",0.045,0,12
"Hobnob B & B Pale Ale","American Pale Ale (APA)",0.065,0,12
"Cane and Ebel","American Strong Ale",0.07,68,12
"Outlaw IPA (2015)","American IPA",0.065,0,12
"The Gilded Age","Munich Helles Lager",0.045,0,12
"No Limits Hefeweizen","Hefeweizen",0.05,0,16
"Honeyspot Road White IPA","American White IPA",0.06,0,12
"Road 2 Ruin Double IPA","American Double / Imperial IPA",0.072,0,12
"Workers Comp Saison","Saison / Farmhouse Ale",0.048,0,12
"Ol' Factory Pils","German Pilsener",0.05,0,12
"PUNK'N","Pumpkin Ale",0.05,10,12
"Yard Sale Winter Lager","American Amber / Red Lager",0.04,22,12
"Trader Session IPA","American IPA",0.04,42,12
"Hop Nosh IPA","American IPA",0.073,83,12
"SUM'R","American Blonde Ale",0.04,17,12
"Organic Baba Black Lager","Schwarzbier",0.04,32,12
"Hop Notch IPA (2013)","American IPA",0.073,82,12
"Cutthroat Pale Ale","American Pale Ale (APA)",0.04,34,12
"WYLD Extra Pale Ale","American Pale Ale (APA)",0.04,29,12
"Pilsner Ukiah","German Pilsener",0.055,0,12
"The Green Room","American IPA",0.06,75,16
"Humbucker Helles","Maibock / Helles Bock",0.047,25,16
"Uncle John's Apple Cherry Cider","Cider",0.065,0,16
"Uncle John's Apricot Apple Cider","Cider",0.065,0,16
"Draught Hard Apple Cider","Cider",0.065,0,16
"Scotty K NA","Low Alcohol Beer",0.001,0,16
"Bacon Brown Ale","American Brown Ale",0.068,0,16
"Golden State Ale","Belgian Pale Ale",0.064,0,16
"Baltic Porter","Baltic Porter",0.078,0,16
"Siamese twin","Dubbel",0.085,0,16
"Double Duckpin","American Double / Imperial IPA",0.085,90,12
"Old Pro","Gose",0.042,10,12
"Duckpin Pale Ale","American Pale Ale (APA)",0.055,0,12
"Balt Altbier","Altbier",0.06,0,12
"Campside Session IPA","American IPA",0.045,50,16
"Upland Wheat Ale","Witbier",0.045,15,16
"Dragonfly IPA","American IPA",0.06,0,16
"Lee Hill Series Vol. 5 - Belgian Style Quadrupel Ale","Quadrupel (Quad)",0.128,0,19.2
"Lee Hill Series Vol. 4 - Manhattan Style Rye Ale","Rye Beer",0.104,0,19.2
"Lee Hill Series Vol. 2 - Wild Saison","American Wild Ale",0.068,24,19.2
"Lee Hill Series Vol. 3 - Barrel Aged Imperial Stout","American Double / Imperial Stout",0.099,51,19.2
"Lee Hill Series Vol. 1 - Barrel Aged Brown Ale","American Brown Ale",0.076,0,19.2
"Blood Orange Saison","Saison / Farmhouse Ale",0.06,0,12
"Thai Style White IPA","American White IPA",0.065,33,12
"Ferus Fluxus Wild Belgian Pale Ale","American Wild Ale",0.075,30,19.2
"Upslope Imperial India Pale Ale","American Double / Imperial IPA",0.099,90,19.2
"Upslope Christmas Ale","Winter Warmer",0.082,0,16
"Upslope Pumpkin Ale","Pumpkin Ale",0.077,0,16
"Upslope Belgian Style Pale Ale","Belgian Pale Ale",0.075,30,12
"Upslope Foreign Style Stout","Foreign / Export Stout",0.069,0,12
"Top Rope Mexican-style Craft Lager","Vienna Lager",0.048,15,12
"Upslope Craft Lager","Vienna Lager",0.048,22,12
"Upslope Brown Ale","English Brown Ale",0.067,0,12
"Upslope Pale Ale","American Pale Ale (APA)",0.058,0,12
"Upslope India Pale Ale","American IPA",0.072,0,12
"Common Sense Kentucky Common Ale","American Brown Ale",0.053,22,16
"Upstate I.P.W.","American IPA",0.065,70,12
"Squatters Full Suspension Pale Ale","American Pale Ale (APA)",0.04,0,12
"Squatters Hop Rising Double IPA","American Double / Imperial IPA",0.09,75,12
"Devastator Double Bock","Doppelbock",0.08,0,12
"Wasatch Ghostrider White IPA","American White IPA",0.06,0,12
"Wasatch Ghostrider White IPA (2014)","American White IPA",0.06,0,12
"Wasatch Apricot Hefeweizen","Fruit / Vegetable Beer",0.04,0,12
"Squatters Hop Rising Double IPA (2014)","American Double / Imperial IPA",0.09,75,12
"Squatters Full Suspension Pale Ale","American Pale Ale (APA)",0.04,0,12
"Nunica Pine","Cider",0.068,0,16
"Ginger Peach","Cider",0.069,0,16
"Totally Roasted","Cider",0.068,0,16
"Blue Gold","Cider",0.068,0,16
"Hard Apple","Cider",0.068,0,16
"Nitro Can Coffee Stout","American Stout",0.052,0,12
"Voodoo Love Child","Tripel",0.092,25,12
"White Magick of the Sun","Witbier",0.079,23,12
"Wynona's Big Brown Ale","American Brown Ale",0.075,31,12
"Gran Met","Belgian Strong Pale Ale",0.092,25,12
"Good Vibes IPA","American IPA",0.073,85,12
"Pilzilla","American Double / Imperial Pilsner",0.075,85,12
"Wachusett Light IPA","American IPA",0.04,37,12
"Green Monsta IPA","American IPA",0.06,55,12
"Wachusett IPA","American IPA",0.056,50,12
"Strawberry White","Witbier",0.047,0,12
"Larry Imperial IPA","American Double / Imperial IPA",0.085,85,12
"Wachusett Summer","American Pale Wheat Ale",0.047,0,12
"Country Pale Ale","English Pale Ale",0.051,17,12
"Wachusett Light IPA (2013)","American IPA",0.04,37,12
"Pumpkan","Pumpkin Ale",0.052,20,12
"Wachusett Blueberry Ale","Fruit / Vegetable Beer",0.045,10,12
"Green Monsta IPA","American IPA",0.06,55,12
"T-6 Red Ale (2004)","American Amber / Red Ale",0.047,0,12
"Self Starter","American IPA",0.052,67,16
"Ermal's","Cream Ale",0.054,20,16
"10 Ton","Oatmeal Stout",0.07,0,16
"Flyin' Rye","American IPA",0.07,0,16
"Christmas Ale","Herbed / Spiced Beer",0.09,0,12
"Pay It Forward Cocoa Porter","American Porter",0.07,0,12
"West Sixth Amber Ale","American Amber / Red Ale",0.055,0,12
"West Sixth IPA","American IPA",NA,0,12
"One Claw","American Pale Ale (APA)",0.055,0,12
"Westbrook Gose","Gose",0.04,5,12
"White Thai","Witbier",0.05,16,12
"Westbrook IPA","American IPA",0.068,65,12
"Westfield Octoberfest","Märzen / Oktoberfest",0.057,22,12
"Pop's Old Fashioned Lager","American Amber / Red Lager",0.052,0,12
"Charlie in the Rye","American IPA",0.058,55,12
"Royal Lager","American Pale Lager",NA,0,16
"Rip Van Winkle (Current)","Bock",0.08,0,12
"O’Malley’s Stout","English Stout",NA,0,12
"O’Malley’s IPA","American IPA",0.075,89,12
"O’Malley’s Irish Style Cream Ale","Cream Ale",NA,0,12
"L'il Lucy's Hot Pepper Ale","Chile Beer",0.049,28,12
"Drop Kick Ale","American Amber / Red Ale",0.052,0,12
"Raspberry Berliner Weisse","Berliner Weissbier",0.055,0,12
"Hop Session","American IPA",0.05,0,12
"Blueberry Berliner Weisse","Berliner Weissbier",0.055,0,12
"Berliner Weisse","Berliner Weissbier",0.055,0,12
"Super G IPA","American IPA",0.06,0,16
"Hefe Lemon","Radler",0.049,30,12
"Hefe Black","Hefeweizen",0.049,30,12
"Widmer Brothers Hefeweizen","Hefeweizen",0.049,30,12
"Hop Slayer Double IPA","American Double / Imperial IPA",0.082,100,12
"Pumpkin Ale","Pumpkin Ale",0.045,0,12
"Big Bowl Blonde Ale","American Brown Ale",0.05,0,12
"Phat Chance","American Blonde Ale",0.052,27,12
"Hop Slayer Double IPA (2011)","American Double / Imperial IPA",0.082,100,12
"Hop Slayer Double IPA (2011)","American Double / Imperial IPA",0.082,100,12
"Wild Onion Summer Wit","Witbier",0.042,13,12
"Jack Stout","Oatmeal Stout",0.06,23,12
"Wild Onion Pumpkin Ale (2010)","Pumpkin Ale",0.045,0,12
"Paddy Pale Ale","American Pale Ale (APA)",0.056,41,12
"Blonde Hunny","Belgian Pale Ale",0.068,21,12
"Wild Wolf Wee Heavy Scottish Style Ale","Scotch Ale / Wee Heavy",0.057,20,12
"Wild Wolf American Pilsner","American Pilsner",0.045,25,12
"Alpha Ale","American Pale Ale (APA)",0.051,45,12
"Mystical Stout","Irish Dry Stout",0.054,0,16
"Bodacious Bock","Bock",0.075,0,16
"Ambitious Lager","Munich Helles Lager",0.05,0,16
"Wyoming Pale Ale","American Pale Ale (APA)",0.072,0,16
"Wind River Blonde Ale","American Blonde Ale",0.05,0,16
"Ace IPA","American IPA",0.074,83,16
"P-51 Porter","American Porter",0.08,31,16
"#001 Golden Amber Lager","American Amber / Red Lager",0.055,0,12
"#002 American I.P.A.","American IPA",0.071,60,12
"#003 Brown & Robust Porter","American Porter",0.052,0,12
"#004 Session I.P.A.","American IPA",0.048,38,12
"Tarasque","Saison / Farmhouse Ale",0.059,0,12
"Ananda India Pale Ale","American IPA",0.062,61,12
"Tiny Bomb","American Pilsner",0.045,23,12
"Train Hopper","American IPA",0.058,72,12
"Edward’s Portly Brown","American Brown Ale",0.045,0,12
"Troopers Alley IPA","American IPA",0.059,135,12
"Wolverine Premium Lager","American Pale Lager",0.047,15,12
"Woodchuck Amber Hard Cider","Cider",0.05,0,12
"4000 Footer IPA","American IPA",0.065,82,12
"Summer Brew","American Pilsner",0.028,15,12
"Be Hoppy IPA","American IPA",0.065,69,16
"Worthy IPA","American IPA",0.069,69,12
"Easy Day Kolsch","Kölsch",0.045,25,12
"Lights Out Vanilla Cream Extra Stout","American Double / Imperial IPA",0.077,30,12
"Worthy IPA (2013)","American IPA",0.069,69,12
"Worthy Pale","American Pale Ale (APA)",0.06,50,12
"Patty's Chile Beer","Chile Beer",0.042,0,12
"Colorojo Imperial Red Ale","American Strong Ale",0.082,0,12
"Wynkoop Pumpkin Ale","Pumpkin Ale",0.055,0,12
"Rocky Mountain Oyster Stout","American Stout",0.075,0,12
"Belgorado","Belgian IPA",0.067,45,12
"Rail Yard Ale","American Amber / Red Ale",0.052,0,12
"B3K Black Lager","Schwarzbier",0.055,0,12
"Silverback Pale Ale","American Pale Ale (APA)",0.055,40,12
"Rail Yard Ale (2009)","American Amber / Red Ale",0.052,0,12
